timestamp,unit_id,subsystem,temperature_c,pressure_kpa,vibration_rms,error_code,status
2026-08-17T08:02:20Z,TP-02,turbopump,70.4,6944,4.44,E110,RUNNING
2026-08-17T08:02:25Z,TP-02,turbopump,73.8,7001,5.31,E204,DEGRADED
2026-08-17T08:02:30Z,TP-02,turbopump,77.5,7066,6.89,E204,DEGRADED
2026-08-17T08:02:35Z,TP-02,turbopump,81.3,7142,8.22,E306,ALARM
2026-08-17T08:02:40Z,TP-02,turbopump,83.1,7190,9.05,E306,ALARM
2026-08-17T08:02:45Z,TP-02,turbopump,85.6,7241,10.84,E410,TRIP
2026-08-17T08:02:50Z,TP-02,turbopump,85.2,7237,10.73,E410,TRIP
2026-08-17T08:02:55Z,TP-02,turbopump,84.9,7228,10.62,E410,TRIP
2026-08-17T08:03:00Z,TP-02,turbopump,84.2,7202,10.14,E410,TRIP
2026-08-17T08:03:05Z,TP-02,turbopump,82.6,7150,8.91,E000,RECOVERY
2026-08-17T08:03:10Z,TP-02,turbopump,80.1,7098,7.22,E000,RUNNING
2026-08-17T08:03:15Z,SC-07,chamber,71.2,8421,2.14,E000,RUNNING
2026-08-17T08:03:20Z,SC-07,chamber,72.0,8490,2.21,E000,RUNNING
2026-08-17T08:03:25Z,SC-07,chamber,73.4,8562,2.38,E000,RUNNING
2026-08-17T08:03:30Z,SC-07,chamber,74.9,8644,2.57,E000,RUNNING
2026-08-17T08:03:35Z,SC-07,chamber,76.2,8710,2.81,E000,RUNNING
2026-08-17T08:03:40Z,SC-07,chamber,78.4,8798,3.04,E120,RUNNING
2026-08-17T08:03:45Z,SC-07,chamber,80.8,8892,3.36,E120,RUNNING
2026-08-17T08:03:50Z,SC-07,chamber,83.7,9011,3.82,E220,DEGRADED
2026-08-17T08:03:55Z,SC-07,chamber,87.2,9154,4.77,E220,DEGRADED
2026-08-17T08:04:00Z,SC-07,chamber,91.8,9320,6.21,E320,ALARM
2026-08-17T08:04:05Z,SC-07,chamber,94.1,9412,7.03,E320,ALARM
2026-08-17T08:04:10Z,SC-07,chamber,97.6,9540,8.91,E420,TRIP
2026-08-17T08:04:15Z,SC-07,chamber,95.0,9471,8.12,E420,TRIP
2026-08-17T08:04:20Z,SC-07,chamber,91.2,9334,6.74,E000,RECOVERY
2026-08-17T08:04:25Z,SC-07,chamber,88.4,9201,5.88,E000,RUNNING
2026-08-17T08:04:30Z,SC-07,chamber,86.9,9130,5.31,E000,RUNNING
2026-08-17T08:04:35Z,SC-07,chamber,85.7,9072,4.88,E000,RUNNING
2026-08-17T08:04:40Z,SC-07,chamber,84.9,9022,4.51,E000,RUNNING
2026-08-17T08:04:45Z,SC-07,chamber,83.8,8981,4.19,E000,RUNNING
2026-08-17T08:04:50Z,SC-07,chamber,82.7,8940,4.03,E000,RUNNING
2026-08-17T08:04:55Z,SC-07,chamber,81.9,8898,3.87,E000,RUNNING
2026-08-17T08:05:00Z,SC-07,chamber,80.8,8842,3.71,E000,RUNNING
2026-08-17T08:05:05Z,SC-07,chamber,79.7,8790,3.55,E000,RUNNING
2026-08-17T08:05:10Z,SC-07,chamber,78.6,8741,3.41,E000,RUNNING
2026-08-17T08:05:15Z,SC-07,chamber,77.4,8688,3.27,E000,RUNNING
2026-08-17T08:05:20Z,SC-07,chamber,76.9,8641,3.19,E000,RUNNING
2026-08-17T08:05:25Z,SC-07,chamber,75.8,8599,3.11,E000,RUNNING
2026-08-17T08:05:30Z,SC-07,chamber,74.9,8552,3.05,E000,RUNNING
2026-08-17T08:05:35Z,SC-07,chamber,73.7,8504,2.98,E000,RUNNING
2026-08-17T08:05:40Z,SC-07,chamber,72.8,8461,2.91,E000,RUNNING
2026-08-17T08:05:45Z,SC-07,chamber,71.9,8418,2.83,E000,RUNNING
2026-08-17T08:05:50Z,SC-07,chamber,71.1,8377,2.76,E000,RUNNING
2026-08-17T08:05:55Z,SC-07,chamber,70.6,8342,2.70,E000,RUNNING
2026-08-17T08:06:00Z,SC-07,chamber,69.9,8301,2.64,E000,RUNNING
2026-08-17T08:06:05Z,SC-07,chamber,68.8,8260,2.58,E000,RUNNING
2026-08-17T08:06:10Z,SC-07,chamber,67.7,8217,2.51,E000,RUNNING
2026-08-17T08:06:15Z,SC-07,chamber,66.9,8174,2.45,E000,RUNNING
2026-08-17T08:06:20Z,SC-07,chamber,65.8,8132,2.39,E000,RUNNING
2026-08-17T08:06:25Z,SC-07,chamber,64.7,8089,2.31,E000,RUNNING
2026-08-17T08:06:30Z,SC-07,chamber,63.9,8048,2.24,E000,RUNNING
2026-08-17T08:06:35Z,SC-07,chamber,62.8,8002,2.18,E000,RUNNING
2026-08-17T08:06:40Z,SC-07,chamber,61.7,7955,2.12,E000,RUNNING
2026-08-17T08:06:45Z,SC-07,chamber,60.9,7910,2.07,E000,RUNNING
2026-08-17T08:06:50Z,SC-07,chamber,60.1,7864,2.01,E000,RUNNING
2026-08-17T08:06:55Z,SC-07,chamber,59.8,7820,1.97,E000,RUNNING
2026-08-17T08:07:00Z,SC-07,chamber,59.1,7774,1.93,E000,RUNNING
2026-08-17T08:07:05Z,SC-07,chamber,58.7,7731,1.89,E000,RUNNING
2026-08-17T08:07:10Z,SC-07,chamber,58.1,7690,1.85,E000,RUNNING
2026-08-17T08:07:15Z,SC-07,chamber,57.4,7652,1.82,E000,RUNNING
2026-08-17T08:07:20Z,SC-07,chamber,56.9,7611,1.79,E000,RUNNING
2026-08-17T08:07:25Z,SC-07,chamber,56.3,7570,1.76,E000,RUNNING
2026-08-17T08:07:30Z,SC-07,chamber,55.8,7528,1.72,E000,RUNNING
2026-08-17T08:07:35Z,SC-07,chamber,55.2,7487,1.69,E000,RUNNING
2026-08-17T08:07:40Z,SC-07,chamber,54.9,7441,1.66,E000,RUNNING
2026-08-17T08:07:45Z,SC-07,chamber,54.5,7399,1.63,E000,RUNNING
2026-08-17T08:07:50Z,SC-07,chamber,54.1,7354,1.60,E000,RUNNING
2026-08-17T08:07:55Z,SC-07,chamber,53.8,7310,1.57,E000,RUNNING
2026-08-17T08:08:00Z,SC-07,chamber,53.4,7268,1.54,E000,RUNNING
2026-08-17T08:08:05Z,SC-07,chamber,52.9,7222,1.51,E000,RUNNING
2026-08-17T08:08:10Z,SC-07,chamber,52.4,7180,1.48,E000,RUNNING
2026-08-17T08:08:15Z,SC-07,chamber,51.9,7138,1.45,E000,RUNNING
2026-08-17T08:08:20Z,SC-07,chamber,51.3,7095,1.42,E000,RUNNING
2026-08-17T08:08:25Z,SC-07,chamber,50.8,7052,1.39,E000,RUNNING
2026-08-17T08:08:30Z,SC-07,chamber,50.4,7010,1.36,E000,RUNNING
2026-08-17T08:08:35Z,SC-07,chamber,49.9,6968,1.33,E000,RUNNING
2026-08-17T08:08:40Z,SC-07,chamber,49.4,6921,1.30,E000,RUNNING
2026-08-17T08:08:45Z,SC-07,chamber,48.9,6877,1.28,E000,RUNNING
2026-08-17T08:08:50Z,SC-07,chamber,48.4,6834,1.25,E000,RUNNING
2026-08-17T08:08:55Z,SC-07,chamber,47.9,6792,1.22,E000,RUNNING
2026-08-17T08:09:00Z,SC-07,chamber,47.5,6750,1.20,E000,RUNNING
2026-08-17T08:09:05Z,SC-07,chamber,46.9,6708,1.17,E000,RUNNING
2026-08-17T08:09:10Z,SC-07,chamber,46.5,6669,1.14,E000,RUNNING
2026-08-17T08:09:15Z,SC-07,chamber,45.9,6627,1.12,E000,RUNNING
2026-08-17T08:09:20Z,SC-07,chamber,45.4,6588,1.10,E000,RUNNING
2026-08-17T08:09:25Z,SC-07,chamber,44.9,6547,1.08,E000,RUNNING
2026-08-17T08:09:30Z,SC-07,chamber,44.4,6508,1.06,E000,RUNNING
2026-08-17T08:09:35Z,SC-07,chamber,43.9,6469,1.04,E000,RUNNING
2026-08-17T08:09:40Z,SC-07,chamber,43.4,6428,1.02,E000,RUNNING
2026-08-17T08:09:45Z,SC-07,chamber,42.9,6389,0.99,E000,RUNNING
2026-08-17T08:09:50Z,SC-07,chamber,42.4,6348,0.97,E000,RUNNING
2026-08-17T08:09:55Z,SC-07,chamber,41.9,6309,0.95,E000,RUNNING
2026-08-17T08:10:00Z,SC-07,chamber,41.4,6268,0.93,E000,RUNNING
2026-08-17T08:10:05Z,SC-07,chamber,40.9,6229,0.91,E000,RUNNING
2026-08-17T08:10:10Z,SC-07,chamber,40.4,6190,0.89,E000,RUNNING
2026-08-17T08:10:15Z,SC-07,chamber,39.9,6151,0.87,E000,RUNNING
2026-08-17T08:10:20Z,SC-07,chamber,39.4,6110,0.85,E000,RUNNING
2026-08-17T08:10:25Z,SC-07,chamber,38.9,6072,0.83,E000,RUNNING
2026-08-17T08:10:30Z,SC-07,chamber,38.4,6034,0.81,E000,RUNNING
2026-08-17T08:10:35Z,SC-07,chamber,37.9,5992,0.79,E000,RUNNING
2026-08-17T08:10:40Z,SC-07,chamber,37.4,5950,0.77,E000,RUNNING
2026-08-17T08:10:45Z,SC-07,chamber,36.9,5912,0.75,E000,RUNNING
2026-08-17T08:10:50Z,SC-07,chamber,36.4,5870,0.73,E000,RUNNING
2026-08-17T08:10:55Z,SC-07,chamber,35.9,5831,0.71,E000,RUNNING
2026-08-17T08:11:00Z,SC-07,chamber,35.4,5790,0.69,E000,RUNNING
2026-08-17T08:11:05Z,SC-07,chamber,34.9,5751,0.67,E000,RUNNING
2026-08-17T08:11:10Z,SC-07,chamber,34.4,5710,0.65,E000,RUNNING
2026-08-17T08:11:15Z,SC-07,chamber,33.9,5670,0.63,E000,RUNNING
2026-08-17T08:11:20Z,SC-07,chamber,33.4,5631,0.61,E000,RUNNING
2026-08-17T08:11:25Z,SC-07,chamber,32.9,5590,0.59,E000,RUNNING
2026-08-17T08:11:30Z,SC-07,chamber,32.4,5552,0.57,E000,RUNNING
2026-08-17T08:11:35Z,SC-07,chamber,31.9,5510,0.55,E000,RUNNING
2026-08-17T08:11:40Z,SC-07,chamber,31.4,5472,0.53,E000,RUNNING
2026-08-17T08:11:45Z,SC-07,chamber,30.9,5431,0.51,E000,RUNNING
2026-08-17T08:11:50Z,SC-07,chamber,30.4,5390,0.49,E000,RUNNING
2026-08-17T08:11:55Z,SC-07,chamber,29.9,5351,0.47,E000,RUNNING
2026-08-17T08:12:00Z,SC-07,chamber,29.4,5310,0.45,E000,RUNNING
2026-08-17T08:12:05Z,SC-07,chamber,28.9,5271,0.43,E000,RUNNING
2026-08-17T08:12:10Z,SC-07,chamber,28.4,5230,0.41,E000,RUNNING
2026-08-17T08:12:15Z,SC-07,chamber,27.9,5190,0.39,E000,RUNNING
2026-08-17T08:12:20Z,SC-07,chamber,27.4,5151,0.37,E000,RUNNING
2026-08-17T08:12:25Z,SC-07,chamber,26.9,5110,0.35,E000,RUNNING
2026-08-17T08:12:30Z,SC-07,chamber,26.4,5070,0.33,E000,RUNNING
2026-08-17T08:12:35Z,SC-07,chamber,25.9,5031,0.31,E000,RUNNING
2026-08-17T08:12:40Z,SC-07,chamber,25.4,4992,0.29,E000,RUNNING
2026-08-17T08:12:45Z,SC-07,chamber,24.9,4950,0.27,E000,RUNNING
2026-08-17T08:12:50Z,SC-07,chamber,24.4,4911,0.25,E000,RUNNING
2026-08-17T08:12:55Z,SC-07,chamber,23.9,4870,0.23,E000,RUNNING
2026-08-17T08:13:00Z,SC-07,chamber,23.4,4832,0.21,E000,RUNNING
2026-08-17T08:13:05Z,SC-07,chamber,22.9,4790,0.19,E000,RUNNING
2026-08-17T08:13:10Z,SC-07,chamber,22.4,4752,0.17,E000,RUNNING
2026-08-17T08:13:15Z,SC-07,chamber,21.9,4711,0.15,E000,RUNNING
2026-08-17T08:13:20Z,SC-07,chamber,21.4,4670,0.13,E000,RUNNING
2026-08-17T08:13:25Z,SC-07,chamber,20.9,4631,0.11,E000,RUNNING
2026-08-17T08:13:30Z,SC-07,chamber,20.4,4590,0.09,E000,RUNNING
2026-08-17T08:13:35Z,SC-07,chamber,19.9,4550,0.07,E000,RUNNING
2026-08-17T08:13:40Z,SC-07,chamber,19.4,4512,0.05,E000,RUNNING
2026-08-17T08:13:45Z,SC-07,chamber,18.9,4470,0.03,E000,RUNNING
2026-08-17T08:13:50Z,SC-07,chamber,18.4,4431,0.01,E000,RUNNING
2026-08-17T08:13:55Z,SC-07,chamber,18.0,4390,0.00,E999,MAINTENANCE
2026-08-17T08:14:00Z,SC-07,chamber,17.8,4350,0.00,E999,MAINTENANCE
2026-08-17T08:14:05Z,SC-07,chamber,17.7,4310,0.00,E999,MAINTENANCE
2026-08-17T08:14:10Z,SC-07,chamber,17.6,4270,0.00,E999,MAINTENANCE
2026-08-17T08:14:15Z,SC-07,chamber,17.5,4230,0.00,E999,MAINTENANCE
2026-08-17T08:14:20Z,SC-07,chamber,17.4,4190,0.00,E999,MAINTENANCE
2026-08-17T08:14:25Z,SC-07,chamber,17.3,4150,0.00,E999,MAINTENANCE
2026-08-17T08:14:30Z,SC-07,chamber,17.2,4110,0.00,E999,MAINTENANCE
2026-08-17T08:14:35Z,SC-07,chamber,17.1,4070,0.00,E999,MAINTENANCE
2026-08-17T08:14:40Z,SC-07,chamber,16.9,4030,0.00,E999,MAINTENANCE
2026-08-17T08:14:45Z,SC-07,chamber,16.8,3990,0.00,E999,MAINTENANCE
2026-08-17T08:14:50Z,SC-07,chamber,16.7,3950,0.00,E999,MAINTENANCE
2026-08-17T08:14:55Z,SC-07,chamber,16.6,3910,0.00,E999,MAINTENANCE
2026-08-17T08:15:00Z,SC-07,chamber,16.5,3870,0.00,E999,MAINTENANCE
2026-08-17T08:15:05Z,SC-07,chamber,16.4,3830,0.00,E999,MAINTENANCE
2026-08-17T08:15:10Z,SC-07,chamber,16.3,3790,0.00,E999,MAINTENANCE
2026-08-17T08:15:15Z,SC-07,chamber,16.2,3750,0.00,E999,MAINTENANCE
2026-08-17T08:15:20Z,SC-07,chamber,16.1,3710,0.00,E999,MAINTENANCE
2026-08-17T08:15:25Z,SC-07,chamber,16.0,3670,0.00,E999,MAINTENANCE
2026-08-17T08:15:30Z,SC-07,chamber,15.9,3630,0.00,E999,MAINTENANCE
2026-08-17T08:15:35Z,SC-07,chamber,15.8,3590,0.00,E999,MAINTENANCE
2026-08-17T08:15:40Z,SC-07,chamber,15.7,3550,0.00,E999,MAINTENANCE
2026-08-17T08:15:45Z,SC-07,chamber,15.6,3510,0.00,E999,MAINTENANCE
2026-08-17T08:15:50Z,SC-07,chamber,15.5,3470,0.00,E999,MAINTENANCE
2026-08-17T08:15:55Z,SC-07,chamber,15.4,3430,0.00,E999,MAINTENANCE
2026-08-17T08:16:00Z,SC-07,chamber,15.3,3390,0.00,E999,MAINTENANCE
2026-08-17T08:16:05Z,SC-07,chamber,15.2,3350,0.00,E999,MAINTENANCE
2026-08-17T08:16:10Z,SC-07,chamber,15.1,3310,0.00,E999,MAINTENANCE
2026-08-17T08:16:15Z,SC-07,chamber,15.0,3270,0.00,E999,MAINTENANCE
2026-08-17T08:16:20Z,SC-07,chamber,14.9,3230,0.00,E999,MAINTENANCE
2026-08-17T08:16:25Z,SC-07,chamber,14.8,3190,0.00,E999,MAINTENANCE
2026-08-17T08:16:30Z,SC-07,chamber,14.7,3150,0.00,E999,MAINTENANCE
2026-08-17T08:16:35Z,SC-07,chamber,14.6,3110,0.00,E999,MAINTENANCE
2026-08-17T08:16:40Z,SC-07,chamber,14.5,3070,0.00,E999,MAINTENANCE
2026-08-17T08:16:45Z,SC-07,chamber,14.4,3030,0.00,E999,MAINTENANCE
2026-08-17T08:16:50Z,SC-07,chamber,14.3,2990,0.00,E999,MAINTENANCE
2026-08-17T08:16:55Z,SC-07,chamber,14.2,2950,0.00,E999,MAINTENANCE
2026-08-17T08:17:00Z,SC-07,chamber,14.1,2910,0.00,E999,MAINTENANCE
2026-08-17T08:17:05Z,SC-07,chamber,14.0,2870,0.00,E999,MAINTENANCE
2026-08-17T08:17:10Z,SC-07,chamber,13.9,2830,0.00,E999,MAINTENANCE
2026-08-17T08:17:15Z,SC-07,chamber,13.8,2790,0.00,E999,MAINTENANCE
2026-08-17T08:17:20Z,SC-07,chamber,13.7,2750,0.00,E999,MAINTENANCE
2026-08-17T08:17:25Z,SC-07,chamber,13.6,2710,0.00,E999,MAINTENANCE
2026-08-17T08:17:30Z,SC-07,chamber,13.5,2670,0.00,E999,MAINTENANCE
2026-08-17T08:17:35Z,SC-07,chamber,13.4,2630,0.00,E999,MAINTENANCE
2026-08-17T08:17:40Z,SC-07,chamber,13.3,2590,0.00,E999,MAINTENANCE
2026-08-17T08:17:45Z,SC-07,chamber,13.2,2550,0.00,E999,MAINTENANCE
2026-08-17T08:17:50Z,SC-07,chamber,13.1,2510,0.00,E999,MAINTENANCE
2026-08-17T08:17:55Z,SC-07,chamber,13.0,2470,0.00,E999,MAINTENANCE
2026-08-17T08:18:00Z,SC-07,chamber,12.9,2430,0.00,E999,MAINTENANCE
2026-08-17T08:18:05Z,SC-07,chamber,12.8,2390,0.00,E999,MAINTENANCE
2026-08-17T08:18:10Z,SC-07,chamber,12.7,2350,0.00,E999,MAINTENANCE
2026-08-17T08:18:15Z,SC-07,chamber,12.6,2310,0.00,E999,MAINTENANCE
2026-08:18:20Z,SC-07,chamber,12.5,2270,0.00,E999,MAINTENANCE
2026-08-17T08:18:25Z,SC-07,chamber,12.4,2230,0.00,E999,MAINTENANCE
2026-08-17T08:18:30Z,SC-07,chamber,12.3,2190,0.00,E999,MAINTENANCE
2026-08-17T08:18:35Z,SC-07,chamber,12.2,2150,0.00,E999,MAINTENANCE
2026-08-17T08:18:40Z,SC-07,chamber,12.1,2110,0.00,E999,MAINTENANCE
2026-08-17T08:18:45Z,SC-07,chamber,12.0,2070,0.00,E999,MAINTENANCE
2026-08-17T08:18:50Z,SC-07,chamber,11.9,2030,0.00,E999,MAINTENANCE
2026-08-17T08:18:55Z,SC-07,chamber,11.8,1990,0.00,E999,MAINTENANCE
2026-08-17T08:19:00Z,SC-07,chamber,11.7,1950,0.00,E999,MAINTENANCE
2026-08-17T08:19:05Z,SC-07,chamber,11.6,1910,0.00,E999,MAINTENANCE
2026-08-17T08:19:10Z,SC-07,chamber,11.5,1870,0.00,E999,MAINTENANCE
2026-08-17T08:19:15Z,SC-07,chamber,11.4,1830,0.00,E999,MAINTENANCE
2026-08-17T08:19:20Z,SC-07,chamber,11.3,1790,0.00,E999,MAINTENANCE
2026-08-17T08:19:25Z,SC-07,chamber,11.2,1750,0.00,E999,MAINTENANCE
2026-08-17T08:19:30Z,SC-07,chamber,11.1,1710,0.00,E999,MAINTENANCE
2026-08-17T08:19:35Z,SC-07,chamber,11.0,1670,0.00,E999,MAINTENANCE
2026-08-17T08:19:40Z,SC-07,chamber,10.9,1630,0.00,E999,MAINTENANCE
2026-08-17T08:19:45Z,SC-07,chamber,10.8,1590,0.00,E999,MAINTENANCE
2026-08-17T08:19:50Z,SC-07,chamber,10.7,1550,0.00,E999,MAINTENANCE
2026-08-17T08:19:55Z,SC-07,chamber,10.6,1510,0.00,E999,MAINTENANCE
2026-08-17T08:20:00Z,SC-07,chamber,10.5,1470,0.00,E999,MAINTENANCE
